atmovies_id,full_title,chinese_title,english_title,runtime,release_date,detail_url
faen83566834,MINECRAFT麥塊電影 A Minecraft Movie,MINECRAFT麥塊電影 A Minecraft,A Minecraft Movie,100,2025-04-02,https://www.atmovies.com.tw/movie/faen83566834/
fscn72884478,夏日最後的祕密 Summer Blue Hour,夏日最後的祕密 Summer Blue,Summer Blue Hour,115,2025-04-30,https://www.atmovies.com.tw/movie/fscn72884478/
fwjp11219254,花束般的戀愛 We Made a Beautiful Bouquet,花束般的戀愛 We Made a Beautiful,We Made a Beautiful Bouquet,123,2025-04-30,https://www.atmovies.com.tw/movie/fwjp11219254/
fltw75338640,有病才會喜歡你 Lovesick,有病才會喜歡你,Lovesick,110,2025-04-02,https://www.atmovies.com.tw/movie/fltw75338640/
fren27674700,禁夜屍 Rosario,禁夜屍,Rosario,88,2025-05-09,https://www.atmovies.com.tw/movie/fren27674700/
frth33636006,冥婚鬧泰大 The Red Envelope,冥婚鬧泰大 The Red,The Red Envelope,127,2025-05-09,https://www.atmovies.com.tw/movie/frth33636006/
fwen32214413,囍宴 The Wedding Banquet,囍宴 The Wedding,The Wedding Banquet,103,2025-05-09,https://www.atmovies.com.tw/movie/fwen32214413/
fmen33030449,"宮﨑駿的奇幻世界 Miyazaki, Spirit of Nature","宮﨑駿的奇幻世界 Miyazaki, Spirit of","Miyazaki, Spirit of Nature",85,2025-05-09,https://www.atmovies.com.tw/movie/fmen33030449/
fken47967302,萬王之王 The King of Kings,萬王之王 The King of,The King of Kings,101,2025-04-18,https://www.atmovies.com.tw/movie/fken47967302/
fsen31193180,罪人 Sinners,罪人,Sinners,138,2025-04-17,https://www.atmovies.com.tw/movie/fsen31193180/
fsno14828040,取精急轉彎 Spermageddon,取精急轉彎,Spermageddon,79,2025-04-25,https://www.atmovies.com.tw/movie/fsno14828040/
fako92197800,ATEEZ演唱會電影 ATEEZ WORLD TOUR,ATEEZ演唱會電影 ATEEZ WORLD,ATEEZ WORLD TOUR,125,2025-05-09,https://www.atmovies.com.tw/movie/fako92197800/
fmen33092501,所以親親會消失對不對 My Love Will Make You Disappear,所以親親會消失對不對 My Love Will Make You,My Love Will Make You Disappear,104,2025-05-09,https://www.atmovies.com.tw/movie/fmen33092501/
fgjp35631332,GIVEN被贈與的未來劇場版：去海邊 Given 3: To the Sea,GIVEN被贈與的未來劇場版：去海邊,Given 3: To the Sea,80,2025-04-02,https://www.atmovies.com.tw/movie/fgjp35631332/
fajp32277931,超時空武士 A Samurai in Time,超時空武士 A Samurai in,A Samurai in Time,131,2025-05-09,https://www.atmovies.com.tw/movie/fajp32277931/
fkjp35636950,怪獸8號：Mission Recon Kaiju No.8,怪獸8號：Mission,Recon Kaiju No.8,120,2025-05-01,https://www.atmovies.com.tw/movie/fkjp35636950/
foen26442053,奧德蓋任務 Old Guy,奧德蓋任務 Old,Old Guy,93,2025-05-09,https://www.atmovies.com.tw/movie/foen26442053/
fwtw68858879,誰在看著我們 Who are Watching over us,誰在看著我們 Who are Watching over,Who are Watching over us,81,2025-05-09,https://www.atmovies.com.tw/movie/fwtw68858879/
fccn27922374,長安三萬里 Chang An,長安三萬里 Chang,Chang An,168,2025-04-30,https://www.atmovies.com.tw/movie/fccn27922374/
fstw75285956,沈睡的水下巨人 Shipwrecks Taiwan,沈睡的水下巨人 Shipwrecks,Shipwrecks Taiwan,94,2025-04-25,https://www.atmovies.com.tw/movie/fstw75285956/
feen20215234,秘密會議 Conclave,秘密會議,Conclave,120,2025-03-07,https://www.atmovies.com.tw/movie/feen20215234/
fuen30955489,直到黎明 UNTIL DAWN,直到黎明 UNTIL,UNTIL DAWN,103,2025-04-25,https://www.atmovies.com.tw/movie/fuen30955489/
fgjp33050528,劇場版 世界計畫 Colorful Stage! The Movie: A Miku Who Can't Sing,劇場版,世界計畫 Colorful Stage! The Movie: A Miku Who Can't Sing,110,2025-03-28,https://www.atmovies.com.tw/movie/fgjp33050528/
fwes26750774,泣聲驚魂 The Wailing,泣聲驚魂 The,The Wailing,107,2025-05-09,https://www.atmovies.com.tw/movie/fwes26750774/
fdtw75654438,跳進部落的孩子 Dancing Home,跳進部落的孩子 Dancing,Dancing Home,90,2025-04-30,https://www.atmovies.com.tw/movie/fdtw75654438/
fatw29493077,器子 Organ Girl,器子 Organ,Organ Girl,108,2025-04-11,https://www.atmovies.com.tw/movie/fatw29493077/
foit27797557,歌劇生死戀 The Opera!,歌劇生死戀 The,The Opera!,107,2025-05-09,https://www.atmovies.com.tw/movie/foit27797557/
fbja29324132,少年與狗 The Boy and the Dog,少年與狗 The Boy and the,The Boy and the Dog,128,2025-04-25,https://www.atmovies.com.tw/movie/fbja29324132/
fsjp33507588,學姊是男孩劇場版 Senpai is an Otokonoko,學姊是男孩劇場版 Senpai is an,Senpai is an Otokonoko,83,2025-04-25,https://www.atmovies.com.tw/movie/fsjp33507588/
fhjp29279903,青春末世物語 Happyend,青春末世物語,Happyend,113,2025-03-21,https://www.atmovies.com.tw/movie/fhjp29279903/
fwjp49426210,天氣之子 Weathering With You,天氣之子 Weathering With,Weathering With You,112,2020-05-15,https://www.atmovies.com.tw/movie/fwjp49426210/
fbcn32119297,藍色太陽宮 Blue Sun Palace,藍色太陽宮 Blue Sun,Blue Sun Palace,117,2025-04-30,https://www.atmovies.com.tw/movie/fbcn32119297/
fwhk31660693,看我今天怎麼說 The Way We Talk,看我今天怎麼說 The Way We,The Way We Talk,132,2025-04-30,https://www.atmovies.com.tw/movie/fwhk31660693/
fkfr28185868,北極小迷狐：吉娜&尤克 Kina & Yuk,北極小迷狐：吉娜&尤克,Kina & Yuk,80,2025-04-25,https://www.atmovies.com.tw/movie/fkfr28185868/
ftth38873903,鬼房客 The Tenant,鬼房客 The,The Tenant,85,2025-04-25,https://www.atmovies.com.tw/movie/ftth38873903/
fgda10236164,帶針的女孩 The Girl with the Needle,帶針的女孩 The Girl with the,The Girl with the Needle,122,2025-04-18,https://www.atmovies.com.tw/movie/fgda10236164/
fgjp36206675,銀魂劇場版2D 金魂篇 Gintama On Theatre 2D Kintama-hen,銀魂劇場版2D 金魂篇 Gintama On Theatre 2D,金魂篇 Gintama On Theatre 2D Kintama-hen,97,2025-04-18,https://www.atmovies.com.tw/movie/fgjp36206675/
faen50899043,復仇反擊戰 The Amateur,復仇反擊戰 The,The Amateur,122,2025-04-11,https://www.atmovies.com.tw/movie/faen50899043/
fren32155919,叛逃公主歷險記 Rebellious,叛逃公主歷險記,Rebellious,94,2025-04-04,https://www.atmovies.com.tw/movie/fren32155919/
fdjp34442690,366日 366 Days,366日 366,366 Days,123,2025-04-02,https://www.atmovies.com.tw/movie/fdjp34442690/
ffjp30110630,夏之庭 The Friends(1994),夏之庭 The,The Friends(1994),113,2025-04-02,https://www.atmovies.com.tw/movie/ffjp30110630/
fmjp35380400,我在平行時空戀上妳 My Beloved Stranger,我在平行時空戀上妳 My Beloved,My Beloved Stranger,121,2025-04-02,https://www.atmovies.com.tw/movie/fmjp35380400/
fujp34737926,超人力霸王雅克 Ultraman Arc the Movie,超人力霸王雅克 Ultraman Arc the,Ultraman Arc the Movie,75,2025-04-02,https://www.atmovies.com.tw/movie/fujp34737926/
fgja32868318,型男主廚三星夢：巴黎篇 Grand Maison Paris,型男主廚三星夢：巴黎篇,Grand Maison Paris,112,2025-03-28,https://www.atmovies.com.tw/movie/fgja32868318/
fsen46208148,白雪公主 Snow White and the Seven Dwarfs,白雪公主 Snow White and the Seven,Snow White and the Seven Dwarfs,108,2025-03-20,https://www.atmovies.com.tw/movie/fsen46208148/
ffel64772188,喵的奇幻漂流 Flow,喵的奇幻漂流,Flow,85,2025-02-21,https://www.atmovies.com.tw/movie/ffel64772188/
fcjp30400536,我們的恐龍日記 Crayon Shinchan the Movie: Our Dinosaur Diary,我們的恐龍日記,Crayon Shinchan the Movie: Our Dinosaur Diary,104,2024-08-16,https://www.atmovies.com.tw/movie/fcjp30400536/
frkr27795356,贖命救援 Ransomed,贖命救援,Ransomed,132,2023-09-01,https://www.atmovies.com.tw/movie/frkr27795356/
fdkr12477480,分手的決心 Decision to Leave,分手的決心 Decision to,Decision to Leave,139,2023-06-30,https://www.atmovies.com.tw/movie/fdkr12477480/
ffde28430054,漂浪人生 Flee,漂浪人生,Flee,90,2022-03-25,https://www.atmovies.com.tw/movie/ffde28430054/
fhkr14941222,綁架影帝黃晸珉 Hostage: Missing Celebrity,綁架影帝黃晸珉,Hostage: Missing Celebrity,93,2021-09-17,https://www.atmovies.com.tw/movie/fhkr14941222/
facn71933073,留給未來的殘影 Afterimage for Tomorrow,留給未來的殘影 Afterimage for,Afterimage for Tomorrow,20,2020-01-15,https://www.atmovies.com.tw/movie/facn71933073/
fkhk46708394,黃金時代 The Golden Era,黃金時代 The Golden,The Golden Era,179,2015-02-13,https://www.atmovies.com.tw/movie/fkhk46708394/
fbca32986272,舞池漫波 Bodies of Water,舞池漫波 Bodies of,Bodies of Water,10,,https://www.atmovies.com.tw/movie/fbca32986272/
feil73669502,我的乳房逃跑中 The Elephant I Found Under My Skin,我的乳房逃跑中 The Elephant I Found Under My,The Elephant I Found Under My Skin,10,,https://www.atmovies.com.tw/movie/feil73669502/
fgen28499593,石像鬼歹逗陣 Gargoyle Doyle,石像鬼歹逗陣 Gargoyle,Gargoyle Doyle,38,,https://www.atmovies.com.tw/movie/fgen28499593/
fhen29531790,心的告白 Heartbeat,心的告白,Heartbeat,9,,https://www.atmovies.com.tw/movie/fhen29531790/
fsjp28498459,茶道小精靈：千 Sen,茶道小精靈：千,Sen,15,,https://www.atmovies.com.tw/movie/fsjp28498459/
fwtw27118867,何處 Where,何處,Where,91,,https://www.atmovies.com.tw/movie/fwtw27118867/
flen14403504,窒息倒數 Last Breath,窒息倒數 Last,Last Breath,93,2025-02-28,https://www.atmovies.com.tw/movie/flen14403504/
fwen28142896,台北追緝令 Weekend in Taipei,台北追緝令 Weekend in,Weekend in Taipei,100,2024-09-25,https://www.atmovies.com.tw/movie/fwen28142896/
fcen14513804,美國隊長：無畏新世界 Captain America: Brave New World,美國隊長：無畏新世界,Captain America: Brave New World,118,2025-02-12,https://www.atmovies.com.tw/movie/fcen14513804/
fucn33708235,夜校女生 The Uniform,夜校女生 The,The Uniform,109,2025-02-27,https://www.atmovies.com.tw/movie/fucn33708235/
fein89006564,2018大洪水 2018：Everyone is a Hero,2018大洪水,2018：Everyone is a Hero,148,2025-02-21,https://www.atmovies.com.tw/movie/fein89006564/
fgen12208980,青春來接招 Greatest Days,青春來接招 Greatest,Greatest Days,103,2025-02-21,https://www.atmovies.com.tw/movie/fgen12208980/
fpen28249919,感應 Presence,感應,Presence,84,2025-02-14,https://www.atmovies.com.tw/movie/fpen28249919/
fhko23630030,哈爾濱 Harbin,哈爾濱,Harbin,114,2025-01-29,https://www.atmovies.com.tw/movie/fhko23630030/
fpen85822536,柏靈頓：熊熊去秘魯 Paddington in Peru,柏靈頓：熊熊去秘魯,Paddington in Peru,106,2025-01-25,https://www.atmovies.com.tw/movie/fpen85822536/
fmen13186482,獅子王：木法沙 Mufasa: The Lion King,獅子王：木法沙,Mufasa: The Lion King,118,2024-12-19,https://www.atmovies.com.tw/movie/fmen13186482/
fphk31648020,破·地獄 Po · Dei Juk,破·地獄 Po · Dei,Po · Dei Juk,126,2024-12-06,https://www.atmovies.com.tw/movie/fphk31648020/
fmen13622970,海洋奇緣2 Moana 2,海洋奇緣2 Moana,Moana 2,99,2024-11-28,https://www.atmovies.com.tw/movie/fmen13622970/
