id,cinema_id,date,time,source,created_at,updated_at,movie_id
15370,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:50:00","atmovies",Wed May 14 2025 19:40:01 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:01 GMT+0800 (Taipei Standard Time),144
15371,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),144
15372,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),144
15373,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:35:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15374,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:45:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15375,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15376,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"14:10:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15377,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:25:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15378,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:35:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15379,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:50:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15380,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:20:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15381,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15382,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),116
15383,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:30:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),40
15384,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:00:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),40
15385,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:30:00","atmovies",Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:02 GMT+0800 (Taipei Standard Time),40
15386,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:10:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),40
15387,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:40:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),40
15388,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:05:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),120
15389,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:35:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),120
15390,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:35:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),120
15391,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:05:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),120
15392,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:00:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),120
15393,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:30:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),5
15394,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:10:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),5
15395,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:05:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),5
15396,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:30:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),5
15397,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:00:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),63
15398,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:20:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),63
15399,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:00:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),63
15400,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:40:00","atmovies",Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:03 GMT+0800 (Taipei Standard Time),63
15401,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:55:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),65
15402,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:30:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),65
15403,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:10:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),65
15404,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:50:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),65
15405,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:10:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),139
15406,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"14:10:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),139
15407,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:50:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),139
15408,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:45:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),49
15409,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:20:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),49
15410,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:00:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),49
15411,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:55:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),20
15412,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:05:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),20
15413,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:00:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),20
15414,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"12:15:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),21
15415,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:15:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),21
15416,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:40:00","atmovies",Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:04 GMT+0800 (Taipei Standard Time),12
15417,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:50:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),12
15418,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:45:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),39
15419,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"18:00:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),39
15420,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"12:10:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),7
15421,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"18:00:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),7
15422,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:00:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),141
15423,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"18:00:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),141
15424,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"14:40:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),135
15425,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:10:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),135
15426,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:30:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),74
15427,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:35:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),74
15428,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:20:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),83
15429,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"22:30:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),83
15430,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"14:10:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),138
15431,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:10:00","atmovies",Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:05 GMT+0800 (Taipei Standard Time),133
15432,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"12:20:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),29
15433,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:30:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),152
15434,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:40:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15435,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:50:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15436,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:10:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15437,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:20:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15438,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:00:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15439,2,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:10:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),143
15440,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:20:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15441,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:10:00","atmovies",Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:06 GMT+0800 (Taipei Standard Time),144
15442,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:25:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),144
15443,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:05:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),144
15444,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:30:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),120
15445,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"18:00:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),120
15446,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:00:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),116
15447,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:40:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),116
15448,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:30:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),40
15449,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"12:35:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),63
15450,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:30:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),63
15451,7,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:25:00","atmovies",Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:07 GMT+0800 (Taipei Standard Time),7
15452,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:20:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),144
15453,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:10:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),144
15454,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:25:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),144
15455,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"23:05:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),144
15456,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"10:30:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),120
15457,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"18:00:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),120
15458,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:00:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),116
15459,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:40:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),116
15460,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:30:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),40
15461,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"12:35:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),63
15462,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"20:30:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),63
15463,7,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:25:00","atmovies",Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:08 GMT+0800 (Taipei Standard Time),7
15464,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:40:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),144
15465,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"15:40:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),144
15466,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"19:40:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),144
15467,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:50:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),144
15468,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:30:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),120
15469,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"21:30:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),120
15470,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"13:50:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),21
15471,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"17:50:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),21
15472,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"14:00:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),40
15473,9,Wed May 14 2025 00:00:00 GMT+0800 (Taipei Standard Time),"16:30:00","atmovies",Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:09 GMT+0800 (Taipei Standard Time),63
15474,9,Thu May 15 2025 00:00:00 GMT+0800 (Taipei Standard Time),"11:25:00","atmovies",Wed May 14 2025 19:40:10 GMT+0800 (Taipei Standard Time),Wed May 14 2025 19:40:10 GMT+0800 (Taipei Standard Time),144
